text,start,duration
負担分で仕事を発注してもらうこれ何の得,1405.26,4.1
があるのって思うかもしれませんが,1408.08,4.38
500万円と会社の社会保険料負担分これ,1409.36,5.199
はもともと払う金額ですから,1412.46,4.32
会社としては損得なしなんですね,1414.559,4.441
金銭的には損得なしなんだけど,1416.78,4.44
低年まで雇用を保証しなくていいっていう,1419.0,4.38
メリットがあるんですねそしてAさんは,1421.22,5.28
国民年金に加入して保険料を払うこれで理,1423.38,5.82
不尽な厚生年金から脱退してお得な国民,1426.5,4.679
年金だけの加入者になります,1429.2,4.62
割に合わない2階建ての家はやめて1階,1431.179,4.681
建ての平屋で暮するってことですねでも,1433.82,3.359
そんなことをすると,1435.86,3.42
将来の年金受給額はかなり減っちゃうん,1437.179,3.841
じゃないのこう感じる人もいるかもしれ,1439.28,4.259
ませんこの疑問に対する答えはシンプル,1441.02,5.22
ですね年金受給額が足りないと思うのなら,1443.539,5.88
今まで収めていた厚生年金保険料,1446.24,5.76
個人負担分と会社負担分そしてこれから,1449.419,5.461
納めることになる国民年金保険料この差額,1452.0,4.919
を貯金するなり投資するなりすればいい,1454.88,3.24
だけの話です,1456.919,3.901
要は厚生年金として国に払ってたら割に,1458.12,4.559
合わなくなっちゃうから自分で貯金しとく,1460.82,3.96
か投資しとけばいいってことですね,1462.679,4.5
国に渡すのではなく自分で貯金投資して,1464.78,3.84
おくってことです,1467.179,3.421
自分で貯金するなら払いゾーンになること,1468.62,2.82
はないし,1470.6,3.059
貯金したお金は全て自分のもので自分の,1471.44,4.5
好きな時に使いますからねそして投資が,1473.659,5.161
うまくいけば将来の自分年金は厚生年金,1475.94,4.8
受給額以上になるでしょう,1478.82,4.62
対策2つ目マイクロ法人を設立するこれ,1480.74,3.6
ですね,1483.44,4.08
フリーランスの税金社会保険料上の問題は,1484.34,5.64
国民年金や国民健康保険には,1487.52,5.159
不要の概念がないことですねつまり,1489.98,5.64
家族がいる人は該当者全員の保険料を納め,1492.679,5.521
なくてはいけませんそれから稼ぎすぎると,1495.62,4.14
所得税45%,1498.2,5.28
+住民税10%で最大55%も税金が,1499.76,6.72
かかること大きくこの2つですこれを解決,1503.48,4.319
する方法は,1506.48,3.66
法人と個人事業の二刀流をやることです,1507.799,5.161
つまり会社員とフリーランスのいいとこ,1510.14,4.38
どりをするんですね,1512.96,4.5
例えば社長一人のマイクロ法人を設立して,1514.52,5.7
役員報酬を月額4万5000円など定額に,1517.46,5.94
設定するこれにより国民年金保険料より,1520.22,6.12
安い保険料で厚生年金に加入できるそして,1523.4,5.519
保証も増えますさらに所得の少ない配偶者,1526.34,4.8
は第3号被保険者になれます,1528.919,4.74
追加の保険料はありませんさらに所得の,1531.14,5.159
少ない配偶者や子供は健康保険の不要に,1533.659,4.5
入れるこれも追加の保険料はありません,1536.299,4.74
さらに法人と個人の所得バランスをうまく,1538.159,5.221
コントロールできれば税率も抑えられると,1541.039,4.74
いう破格のメリットが得られますこれだけ,1543.38,3.899
聞いても何のこっちゃあんな人も多いと,1545.779,3.721
思うので詳しくはこちらの過去動画をご覧,1547.279,3.121
ください,1549.5,3.779
有料級独立のための完璧な家系ノウハウを,1550.4,3.48
解説,1553.279,3.481
会社辞めたい一見この動画ですねマイクロ,1553.88,5.52
法人と個人事業の二刀流は税金に,1556.76,4.38
めちゃくちゃ詳しいブロガーのクロネさん,1559.4,3.3
の言葉を借りるなら,1561.14,3.36
違法ではないけれど異常っていうスキーム,1562.7,2.64
です,1564.5,3.12
合法ながら異常なメリットがあるためいつ,1565.34,4.98
政府のメスが入るかわかりませんでも現状,1567.62,5.88
完璧に合法ですねさて2つの対策を見てき,1570.32,5.58
ましたがやっぱり何か変といえば変ですよ,1573.5,3.48
ね,1575.9,2.82
厚生年金が理不尽だから,1576.98,4.02
会社員公務員を辞めるフリーランスになっ,1578.72,5.04
たり法人を設立するこれはあまりにも過激,1581.0,3.84
な発想です,1583.76,3.24
会社員や公務員という働き方を変えたい,1584.84,5.04
この働き方が嫌だっていう気持ちが先に,1587.0,4.38
あるならともかく,1589.88,4.38
厚生年金が嫌だから会社を辞めるこれは,1591.38,5.159
明らかに感情と対策のバランスが合ってい,1594.26,5.399
ませんねだいたい会社員や公務員が悪い,1596.539,4.38
ことをしているわけではないんですからね,1599.659,3.861
なぜ自分が会社を辞めなきゃいけないんだ,1600.919,5.701
そもそもこの制度政府がおかしいだろう,1603.52,5.8
こう感じる人は少なくないでしょうその,1606.62,5.58
怒りや不満は最もです僕も社会保険に関し,1609.32,4.8
てはもっとシンプルにいい制度になって,1612.2,4.74
くれたらないなと思いますとなると最も,1614.12,4.38
現実的な対策は,1616.94,3.96
声を上げる投票することになります,1618.5,4.799
国の制度がおかしいのなら国を変えるしか,1620.9,4.5
ありませんおかしいことはおかしいと,1623.299,3.661
しっかり声を上げる,1625.4,3.899
実際のところをSNSを中心に世論が,1626.96,4.62
大きく動けば政府はその声を無視すること,1629.299,4.98
はできませんそして制度を良い方向に変え,1631.58,4.56
てくれる議員を選出する,1634.279,4.561
各政党議員の政策をしっかり調べて,1636.14,5.1
魂の1票を投票するってことです,1638.84,3.42
現実問題,1641.24,3.059
厚生年金を交わすのは非常に難しいですね,1642.26,4.68
だからこそ国に狙い撃ちされているわけ,1644.299,5.281
ですそういう意味ではこれは非常に根の,1646.94,3.719
深い問題です,1649.58,3.839
引き続きしっかり稼いで貯めて増やして,1650.659,5.64
個人の家計を強化して未来に備えつつ国の,1653.419,4.62
仕組みがより良い方向に変わるよう,1656.299,4.38
働きかけていくこの両輪で走ることが大切,1658.039,4.441
になるのかなと思います,1660.679,4.801
ちなみに事業所得扱いの副業収入には社会,1662.48,5.88
保険料はかかりませんなので会社員でも,1665.48,5.1
合理的に稼いでる人はたくさんいますこの,1668.36,4.04
辺は先ほどの参考動画ぜひ見てください,1670.58,4.56
まとめいきましょう最後に今日の動画の,1672.4,5.139
まとめです今日の動画では次の2点につい,1675.14,3.899
て解説しました,1677.539,4.441
納付期間45年に延長検討ニュース,1679.039,5.461
厚生年金による国民年金の穴埋め検討,1681.98,5.28
ニュースこの2つですね1つ目の納付期間,1684.5,5.279
45年に延長検討ニュースは,1687.26,5.519
政府は国民年金保険料の納付期間を40年,1689.779,5.581
から45年にしようとしています,1692.779,5.28
重要ポイント1いつから延長これはまだ,1695.36,4.199
決定事項ではありません,1698.059,4.261
政府は令和7年度での改正法案提出を,1699.559,4.261
目指しているとのことです,1702.32,2.7
重要ポイントに,1703.82,3.42
誰の負担がどれぐらい増えるのかこれは,1705.02,5.039
60歳から65歳までの自営業者無職の人,1707.24,3.78
です,1710.059,3.901
ざっくり年間20万円×5年100万円の,1711.02,4.38
負担増です,1713.96,4.5
重要ポイント3時給額は増えるのかこれは,1715.4,5.82
保険料の納期期間が40年から45年に,1718.46,5.4
延長されることで年金受給額も40分の,1721.22,5.459
45倍になるとのことですもしもこの改正,1723.86,5.52
が通るようならこうやって対策しましょう,1726.679,3.6
対策1,1729.38,2.1
働き続ける,1730.279,3.721
稼ぎがあれば保険料は納付できるし老後,1731.48,4.199
問題も小さくなります,1734.0,3.72
対策に資金繰りしておく,1735.679,4.321
先に約100万円用意しておけば長い目で,1737.72,4.86
見れば取り返せる可能性が高いです,1740.0,5.46
対策3保険料免除制度を活用する,1742.58,5.88
全額免除でも年金は50%もらえます,1745.46,5.459
保険料納付期間の延長はどうにもならない,1748.46,5.099
ほど大きな事態ではありませんそれから,1750.919,5.161
厚生年金による国民年金の穴埋め検討,1753.559,4.681
ニュースこれは将来的に,1756.08,4.979
国民年金の給付水準が月5万円を割り込ん,1758.24,5.52
でしまいそうなる前にマクロ経済スライド,1761.059,5.581
つまり給付抑制の仕組みを終わらせて,1763.76,5.159
厚生年金保険料や国庫負担で穴埋めを,1766.64,3.779
しようか検討しているってニュースです,1768.919,4.921
こちらの像をご覧くださいこれですね1階,1770.419,6.601
部分を守るために2階部分の一部を削る高,1773.84,5.219
所得者の厚生年金を削るというプランです,1777.02,3.0
ね,1779.059,4.261
過去に世帯年収約1800万円超の世帯に,1780.02,5.519
幸せが行く資産がなされていましたねこれ,1783.32,5.28
を聞いてもう厚生年金なんてやってられ,1785.539,4.441
ねーって思う人には,1788.6,3.299
フリーランスになるそれからマイクロ法人,1789.98,4.319
を設立するといった過激な対策があります,1791.899,4.14
もう少しマイルドに,1794.299,4.26
事業所得には社会保険料がかからないって,1796.039,3.661
いう点を利用して,1798.559,2.941
副業の収入をうまく伸ばしていくのもあり,1799.7,4.199
でしょうとはいえそもそもの仕組みが,1801.5,4.08
おかしいという指摘は無視できないですね,1803.899,3.301
なぜ,1805.58,4.02
厚生年金の加入者ばかりがつけを払わさ,1807.2,3.9
れることになっているのか,1809.6,4.38
国には制度の説明を丁寧にしながらより,1811.1,4.38
合理的な運営をしていく責任があります,1813.98,5.4
それを怠っていたら年金制度なんて政府,1815.48,6.0
主導のポンジスキームだなんて言われても,1819.38,3.419
仕方ないですよね,1821.48,3.6
会社員公務員の人たちは締め付けられすぎ,1822.799,3.721
て潰されないように,1825.08,3.12
家計を強化する自助努力をしつつも,1826.52,3.96
おかしいことはおかしいって声を上げて,1828.2,5.4
しっかり投票コードで意見を示すこの両輪,1830.48,4.559
でやっていくことが大切かなと思います,1833.6,4.92
どちらか一つに偏らないことが重要です,1835.039,5.88
以前から何度もお伝えしている通り年金,1838.52,3.12
制度は,1840.919,3.12
老後生活の柱であり続ける一方,1841.64,5.22
弱体化も少しずつ進んでいくでしょう今後,1844.039,4.74
何それっていう,1846.86,4.559
ネガティブな改正はあっても最高だねそれ,1848.779,4.681
を待ってたんだよっていうポジティブな,1851.419,4.081
改正は少ないかかなと思います,1853.46,3.9
少子高齢化社会を生きるというのはそう,1855.5,4.98
いうことですとはいえですどうせもともと,1857.36,5.28
国が全て面倒を見てくれる時代なんて,1860.48,3.48
なかったんです,1862.64,4.019
奈良時代も平安時代も鎌倉時代も江戸時代,1863.96,5.76
もどんな時代でもですそういう意味では今,1866.659,5.701
も昔もやることは変わりませんやることを,1869.72,5.1
やりつつ言うべきことを言いつつ舐められ,1872.36,4.14
すぎたら一気ですね,1874.82,3.959
以上参考になれば嬉しいです動画がいいな,1876.5,4.08
と思ったら人に紹介してもらえたりいいね,1878.779,3.181
やチャンネル登録してもらえると嬉しい,1880.58,3.42
ですお金が貯まる思考方法を身につける,1881.96,4.02
ためにリベンの書籍がおすすめです,1884.0,3.6
オンラインコミュニティも運営しています,1885.98,3.84
お金にまつわりつつの力を鍛える場合です,1887.6,2.819
ね,1889.82,2.04
リブ大聖同士でコミュニケーションが取れ,1890.419,4.081
ますこういうお金に関する最新ニュースも,1891.86,4.38
飛び交ってますので興味のある方動画の,1894.5,3.299
概要欄からチェックしてみてください,1896.24,4.2
皆さんお待ちしてます今日が人生で一番,1897.799,5.521
若い日です今は知恵もツールもチャンスも,1900.44,5.28
いくらでも転がっている時代ですそういう,1903.32,4.56
意味ではいくらでも泳ぎようがありますね,1905.72,4.5
閉塞感のある暗いニュースが多くて嫌に,1907.88,4.56
なることもありますがこういう時こそ一緒,1910.22,4.26
に学んで行動してより良い人生にていき,1912.44,4.26
ましょう僕もできる限り皆さんの力になり,1914.48,3.66
たいと思ってます一緒に頑張っていき,1916.7,3.66
ましょうということでこれからもしっかり,1918.14,4.019
学んで行動してGの道歩んでいきましょう,1920.36,3.24
終わりたいと思います今日もありがとう,1922.159,3.0
ございました,1923.6,4.319
道はまだまだある一緒に頑張ろうそれでは,1925.159,5.511
今日も1日を気をつけて行ってらっしゃい,1927.919,24.001
[音楽],1930.67,21.25
