text,start,duration
たなとか,1314.539,3.481
当面しなければよかったって思わせない,1315.44,4.5
ように僕は活動していく自信があるので,1318.02,4.2
今後ともぜひ応援してくださるとすごく,1319.94,3.18
嬉しいし,1322.22,3.6
僕は何も変わっていないし変わらないので,1323.12,4.98
安心してほしいなと思います最後に本当に,1325.82,4.26
いつも応援してくださっている,1328.1,3.9
ファンの方そして,1330.08,4.74
友達クライアントさん家族のみんな,1332.0,4.02
本当にいつも応援してくださって,1334.82,3.9
ありがとうございますこの発表をするもし,1336.02,5.58
ないもと転ぶかわからないですけど,1338.72,4.92
僕が言って後悔してませんし,1341.6,4.439
僕自身は何も変わっていないので,1343.64,3.6
知ってた方も知らなかった方も,1346.039,2.941
いらっしゃると思うんですけど,1347.24,3.78
僕自身の話を今回させてもらいました,1348.98,4.079
もちろん人それぞれいろんな考えがあるの,1351.02,4.08
でこの話を聞いて,1353.059,4.201
変だなって思う人もいると思うしよく,1355.1,3.439
わからないなって人もいると思うし,1357.26,3.72
もちろんちょっとアンチっぽくなる人も,1358.539,5.5
いるかもしれないとかいるね絶対ねいると,1360.98,3.96
思うし,1364.039,3.181
逆に良かったねとか勇気フレッシュボって,1364.94,3.599
喋ってくれて嬉しいよって言ってくれる方,1367.22,3.42
もいるかもしれないというコメントくるか,1368.539,3.841
わからないけどでも,1370.64,4.44
別に僕はこれをこう認めてほしいとか,1372.38,4.919
理解してほしいってわけじゃなくってただ,1375.08,5.459
こういう話を自分の,1377.299,5.281
位置意見としてこういう人がいるんだって,1380.539,3.0
話として,1382.58,3.54
聞いてほしかったし同じもし境遇の方がい,1383.539,4.62
たりとか悩んでる方がいれば,1386.12,3.84
参考になればいいなと思って今回話をさせ,1388.159,3.181
てもらいました,1389.96,4.199
楽しいコメント欄とかで質問とか,1391.34,4.74
多いコメントがあったらそれについてまた,1394.159,4.26
動画上げられたらなと思うしこういう内容,1396.08,4.32
の動画もねちょっとずつ増やしていけたら,1398.419,4.74
なと思うしもし相談乗れる機会があれば,1400.4,4.98
そういう相談も乗れるかなって今後は思う,1403.159,3.121
ので,1405.38,4.919
ぜひ相談してくれたら嬉しいですよ,1406.28,5.46
入ってな感じで動画を終わろうと思います,1410.299,3.781
また次回の動画でお会いしましょうビデオ,1411.74,5.48
でしたバイバーイ,1414.08,3.14
